id,od,sequence,length,num_stops
4504,451,"[19, 32, 29, 12]",25961.781000000003,4
4505,451,"[19, 16, 23, 22, 12]",35186.8625,5
4506,451,"[19, 16, 29, 22, 12]",29660.5985,5
4507,451,"[19, 29, 23, 22, 12]",39868.68000000001,5
4508,451,"[19, 13, 23, 22, 12]",37437.037000000004,5
4509,451,"[19, 32, 30, 22, 12]",56258.65249999999,5
4510,451,"[19, 32, 29, 22, 12]",32235.211000000003,5
4511,452,"[19, 13]",6685.321000000002,2
4512,452,"[19, 16, 13]",9495.340500000002,3
4513,452,"[19, 18, 13]",16227.408500000001,3
4514,452,"[19, 16, 23, 13]",14980.6525,4
4515,452,"[19, 15, 18, 13]",30820.185499999996,4
4516,452,"[19, 18, 14, 13]",20347.095500000003,4
4517,452,"[19, 29, 16, 13]",17201.796000000002,4
4518,452,"[19, 29, 23, 13]",19662.47,4
4519,452,"[19, 16, 29, 23, 13]",21090.4815,5
4520,452,"[19, 16, 23, 9, 13]",15926.166000000003,5
4521,453,"[19, 13, 14]",13226.631500000003,3
4522,453,"[19, 18, 14]",13805.785000000003,3
4523,453,"[19, 13, 18, 14]",20660.370500000005,4
4524,453,"[19, 15, 18, 14]",28398.561999999998,4
4525,453,"[19, 18, 13, 14]",22768.719,4
4526,453,"[19, 13, 21, 14]",18975.522000000004,4
4527,453,"[19, 16, 13, 14]",16036.651000000002,4
4528,453,"[19, 18, 20, 14]",21074.753500000003,4
4529,453,"[19, 13, 18, 20, 14]",27929.339000000004,5
4530,453,"[19, 15, 24, 18, 14]",39311.58899999999,5
4531,454,"[19, 15]",12909.598999999998,2
4532,454,"[19, 18, 15]",17741.322,3
4533,454,"[19, 32, 15]",22261.468000000004,3
4534,454,"[19, 18, 24, 15]",28654.348999999995,4
4535,454,"[19, 13, 18, 15]",24595.9075,4
4536,454,"[19, 32, 30, 15]",58151.17349999999,4
4537,454,"[19, 29, 30, 15]",60010.58449999998,4
4538,454,"[19, 29, 32, 15]",31587.410000000003,4
4539,454,"[19, 18, 1, 24, 15]",35486.0905,5
4540,454,"[19, 18, 24, 2, 15]",45108.82449999999,5
4541,455,"[19, 16]",4777.827000000001,2
4542,455,"[19, 13, 16]",11402.834500000003,3
4543,455,"[19, 29, 16]",12484.282500000001,3
4544,455,"[19, 13, 23, 16]",16888.146500000003,4
4545,455,"[19, 18, 13, 16]",20944.922000000002,4
4546,455,"[19, 29, 23, 16]",19319.789500000003,4
4547,455,"[19, 32, 29, 16]",16486.906500000005,4
4548,455,"[19, 13, 9, 23, 16]",17833.660000000003,5
4549,455,"[19, 13, 23, 29, 16]",22997.9755,5
4550,455,"[19, 18, 14, 13, 16]",25064.609000000004,5
4551,456,"[19, 15, 3, 17]",54158.02150000001,4
4552,456,"[19, 29, 30, 17]",46457.389999999985,4
4553,456,"[19, 15, 30, 17]",68396.05749999997,4
4554,456,"[19, 32, 30, 17]",44597.97899999999,4
4555,456,"[19, 15, 3, 30, 17]",88143.4735,5
4556,456,"[19, 29, 22, 30, 17]",50309.67249999998,5
4557,456,"[19, 29, 30, 3, 17]",99120.98800000001,5
4558,456,"[19, 15, 2, 3, 17]",87239.2195,5
4559,456,"[19, 15, 30, 3, 17]",121059.65550000001,5
4560,456,"[19, 18, 15, 3, 17]",58989.744500000015,5
4561,457,"[19, 18]",8029.072000000001,2
4562,457,"[19, 13, 18]",14883.657500000003,3
4563,457,"[19, 15, 18]",22621.848999999995,3
4564,457,"[19, 13, 14, 18]",19003.344500000007,4
4565,457,"[19, 16, 13, 18]",17693.677000000003,4
4566,457,"[19, 15, 24, 18]",33534.87599999999,4
4567,457,"[19, 32, 15, 18]",31973.718,4
4568,457,"[19, 13, 21, 14, 18]",24752.235000000008,5
4569,457,"[19, 13, 14, 20, 18]",26272.313000000006,5
4570,457,"[19, 16, 23, 13, 18]",23178.989,5
4571,458,"[19, 18, 20]",15366.745000000003,3
4572,458,"[19, 13, 14, 20]",18934.640000000003,4
4573,458,"[19, 18, 1, 20]",23841.052499999998,4
4574,458,"[19, 15, 18, 20]",29959.521999999997,4
4575,458,"[19, 13, 18, 20]",22221.330500000004,4
4576,458,"[19, 18, 14, 20]",19513.793500000003,4
4577,458,"[19, 13, 14, 18, 20]",26341.01750000001,5
4578,458,"[19, 16, 13, 14, 20]",21744.6595,5
4579,458,"[19, 15, 24, 1, 20]",36623.28199999999,5
4580,458,"[19, 15, 18, 1, 20]",38433.82949999999,5
4581,459,"[19, 13, 21]",14436.048500000003,3
4582,459,"[19, 16, 13, 21]",17246.068000000003,4
4583,459,"[19, 13, 14, 21]",17766.105000000003,4
4584,459,"[19, 18, 13, 21]",23978.136000000002,4
4585,459,"[19, 16, 23, 21]",15093.799,4
4586,459,"[19, 13, 23, 21]",17343.9735,4
4587,459,"[19, 29, 23, 21]",19775.616500000004,4
4588,459,"[19, 18, 14, 21]",18345.258500000004,4
4589,459,"[19, 16, 13, 14, 21]",20576.1245,5
4590,459,"[19, 13, 14, 31, 21]",22363.1575,5
4591,460,"[19, 29, 22]",12474.161000000002,3
4592,460,"[19, 13, 23, 22]",21678.611000000004,4
4593,460,"[19, 29, 12, 22]",37717.583,4
4594,460,"[19, 15, 30, 22]",64298.30499999997,4
4595,460,"[19, 29, 23, 22]",24110.254000000008,4
4596,460,"[19, 16, 23, 22]",19428.436500000003,4
4597,460,"[19, 29, 30, 22]",42359.63749999998,4
4598,460,"[19, 32, 29, 22]",16476.785000000003,4
4599,460,"[19, 16, 29, 22]",13902.172500000002,4
4600,460,"[19, 32, 30, 22]",40500.22649999999,4
4601,461,"[19, 13, 23]",11958.074,3
4602,461,"[19, 16, 23]",9707.899500000001,3
4603,461,"[19, 29, 23]",14389.717000000002,3
4604,461,"[19, 13, 9, 23]",12903.587500000001,4
4605,461,"[19, 16, 13, 23]",14768.093500000003,4
4606,461,"[19, 18, 13, 23]",21500.161500000002,4
4607,461,"[19, 29, 16, 23]",17414.355000000003,4
4608,461,"[19, 13, 16, 23]",16332.907000000003,4
4609,461,"[19, 16, 29, 23]",15817.728500000003,4
4610,461,"[19, 32, 29, 23]",18392.341000000004,4
4611,462,"[19, 15, 24]",23506.521499999995,3
4612,462,"[19, 18, 24]",18057.426499999998,3
4613,462,"[19, 15, 2, 24]",39960.99699999999,4
4614,462,"[19, 13, 18, 24]",24912.012,4
4615,462,"[19, 18, 1, 24]",24889.167999999998,4
4616,462,"[19, 15, 18, 24]",32650.20349999999,4
4617,462,"[19, 32, 15, 24]",32858.3905,4
4618,462,"[19, 18, 15, 24]",28338.2445,4
4619,462,"[19, 13, 14, 18, 24]",29031.699,5
4620,462,"[19, 13, 18, 1, 24]",31743.753500000006,5
4621,463,"[19, 29, 22, 25]",17581.442500000005,4
4622,463,"[19, 15, 30, 25]",61071.03099999997,4
4623,463,"[19, 29, 30, 25]",39132.36349999999,4
4624,463,"[19, 32, 30, 25]",37272.95249999999,4
4625,463,"[19, 29, 22, 6, 25]",21488.257500000003,5
4626,463,"[19, 15, 3, 30, 25]",80818.447,5
4627,463,"[19, 15, 30, 22, 25]",69405.58649999998,5
4628,463,"[19, 29, 12, 22, 25]",42824.864499999996,5
4629,463,"[19, 29, 30, 22, 25]",47466.91899999998,5
4630,463,"[19, 13, 23, 22, 25]",26785.892500000005,5
4631,464,"[19, 15, 5, 27]",56086.9715,4
4632,464,"[19, 18, 15, 5, 27]",60918.6945,5
4633,464,"[19, 15, 2, 5, 27]",57236.90199999999,5
4634,464,"[19, 15, 5, 11, 27]",71653.92199999999,5
4635,464,"[19, 32, 15, 5, 27]",65438.840500000006,5
4636,464,"[19, 15, 3, 5, 27]",71938.9605,5
4637,464,"[19, 15, 3, 11, 27]",61040.46549999999,5
4638,464,"[19, 18, 24, 2, 5, 27]",52541.107499999984,6
4639,464,"[19, 18, 15, 2, 5, 27]",62068.624999999985,6
4640,464,"[19, 18, 15, 5, 11, 27]",76485.64499999999,6
4641,465,"[19, 15, 30, 28]",61078.766499999976,4
4642,465,"[19, 29, 30, 28]",39140.09899999999,4
4643,465,"[19, 32, 30, 28]",37280.687999999995,4
4644,465,"[19, 15, 3, 30, 28]",80826.1825,5
4645,465,"[19, 15, 30, 4, 28]",68749.39799999997,5
4646,465,"[19, 29, 22, 6, 28]",21336.705500000004,5
4647,465,"[19, 29, 30, 4, 28]",46810.73049999998,5
4648,465,"[19, 18, 15, 30, 28]",65910.48949999998,5
4649,465,"[19, 32, 15, 30, 28]",70430.63549999997,5
4650,465,"[19, 32, 30, 4, 28]",44951.31949999999,5
4651,466,"[19, 29]",7917.049000000001,2
4652,466,"[19, 16, 29]",9345.060500000001,3
4653,466,"[19, 32, 29]",11919.673000000003,3
4654,466,"[19, 16, 23, 29]",16180.567500000003,4
4655,466,"[19, 13, 16, 29]",15970.068000000003,4
4656,466,"[19, 32, 30, 29]",41205.056,4
4657,466,"[19, 15, 30, 29]",65003.13449999998,4
4658,466,"[19, 13, 23, 29]",18430.742000000002,4
4659,466,"[19, 15, 32, 29]",36579.96,4
4660,466,"[19, 16, 13, 23, 29]",21240.761500000004,5
4661,467,"[19, 15, 30]",47429.42549999998,3
4662,467,"[19, 29, 30]",25490.757999999994,3
4663,467,"[19, 32, 30]",23631.346999999998,3
4664,467,"[19, 15, 3, 30]",67176.84150000001,4
4665,467,"[19, 29, 22, 30]",29343.04049999999,4
4666,467,"[19, 16, 29, 30]",26918.769499999995,4
4667,467,"[19, 32, 15, 30]",56781.29449999999,4
4668,467,"[19, 15, 32, 30]",48291.63399999999,4
4669,467,"[19, 29, 32, 30]",32957.289,4
4670,467,"[19, 18, 15, 30]",52261.14849999999,4
4671,468,"[19, 29, 12, 31]",38559.1635,4
4672,468,"[19, 13, 14, 31]",18349.648500000003,4
4673,468,"[19, 18, 14, 31]",18928.802000000003,4
4674,468,"[19, 13, 21, 31]",18449.557500000003,4
4675,468,"[19, 18, 20, 31]",22587.435000000005,4
4676,468,"[19, 29, 22, 12, 31]",44832.5935,5
4677,468,"[19, 13, 14, 20, 31]",26155.33,5
4678,468,"[19, 16, 29, 12, 31]",39987.175,5
4679,468,"[19, 18, 14, 20, 31]",26734.483500000002,5
4680,468,"[19, 13, 18, 14, 31]",25783.387500000004,5
4681,469,"[19, 32]",5255.390000000003,2
4682,469,"[19, 15, 32]",29915.677,3
4683,469,"[19, 29, 32]",14581.332,3
4684,469,"[19, 15, 30, 32]",65805.38249999998,4
4685,469,"[19, 16, 29, 32]",16009.3435,4
4686,469,"[19, 29, 30, 32]",43866.71499999999,4
4687,469,"[19, 18, 15, 32]",34747.4,4
4688,469,"[19, 15, 3, 30, 32]",85552.7985,5
4689,469,"[19, 15, 30, 29, 32]",71667.41749999998,5
4690,469,"[19, 16, 23, 29, 32]",22844.8505,5
4691,470,"[20, 1]",6034.322499999998,2
4692,470,"[20, 18, 1]",17115.331000000002,3
4693,470,"[20, 14, 18, 1]",21262.379500000003,4
4694,470,"[20, 18, 24, 1]",24448.4655,4
4695,470,"[20, 31, 14, 18, 1]",27898.078,5
4696,470,"[20, 14, 13, 18, 1]",30225.3135,5
4697,470,"[20, 14, 18, 24, 1]",28595.513999999996,5
4698,470,"[20, 18, 15, 24, 1]",34729.2835,5
4699,470,"[20, 31, 21, 13, 18, 1]",36960.921,6
4700,470,"[20, 31, 14, 13, 18, 1]",36861.012,6
4701,471,"[20, 1, 24, 2]",21720.648499999996,4
4702,471,"[20, 18, 15, 2]",35497.43299999999,4
4703,471,"[20, 18, 24, 2]",25969.915499999996,4
4704,471,"[20, 1, 18, 15, 2]",43971.74049999999,5
4705,471,"[20, 1, 24, 15, 2]",42161.19299999999,5
4706,471,"[20, 14, 18, 15, 2]",39644.481499999994,5
4707,471,"[20, 18, 15, 3, 2]",53569.045999999995,5
4708,471,"[20, 18, 1, 24, 2]",32801.657,5
4709,471,"[20, 18, 24, 15, 2]",46410.45999999999,5
4710,471,"[20, 1, 18, 24, 2]",34444.22299999999,5
4711,472,"[20, 18, 15, 3]",27992.640499999994,4
4712,472,"[20, 1, 18, 15, 3]",36466.94799999999,5
4713,472,"[20, 18, 19, 15, 3]",39219.061499999996,5
4714,472,"[20, 18, 15, 2, 3]",61073.83849999999,5
4715,472,"[20, 14, 18, 15, 3]",32139.688999999995,5
4716,472,"[20, 1, 24, 2, 3]",47297.054,5
4717,472,"[20, 18, 24, 2, 3]",51546.320999999996,5
4718,472,"[20, 18, 15, 5, 3]",76324.8925,5
4719,472,"[20, 1, 24, 15, 3]",34656.40049999999,5
4720,472,"[20, 18, 24, 15, 3]",38905.667499999996,5
4721,473,"[20, 18, 15, 30, 4]",68566.29449999999,5
4722,473,"[20, 31, 12, 22, 6, 4]",48242.838500000005,6
4723,473,"[20, 18, 19, 15, 30, 4]",79792.71549999999,6
4724,473,"[20, 18, 15, 3, 17, 4]",66707.87350000002,6
4725,473,"[20, 18, 15, 30, 17, 4]",80945.9095,6
4726,473,"[20, 1, 18, 15, 30, 4]",77040.60199999998,6
4727,473,"[20, 31, 12, 29, 30, 4]",72433.05849999998,6
4728,473,"[20, 31, 12, 22, 30, 4]",73444.54699999999,6
4729,473,"[20, 18, 24, 15, 30, 4]",79479.32149999998,6
4730,473,"[20, 18, 19, 29, 30, 4]",57854.04799999999,6
4731,474,"[20, 18, 15, 5]",44232.772,4
4732,474,"[20, 1, 18, 15, 5]",52707.0795,5
4733,474,"[20, 18, 19, 15, 5]",55459.193,5
4734,474,"[20, 18, 15, 2, 5]",45382.702499999985,5
4735,474,"[20, 14, 18, 15, 5]",48379.8205,5
4736,474,"[20, 1, 24, 2, 5]",31605.91799999999,5
4737,474,"[20, 18, 24, 2, 5]",35855.18499999999,5
4738,474,"[20, 18, 15, 3, 5]",60084.761,5
4739,474,"[20, 1, 24, 15, 5]",50896.532,5
4740,474,"[20, 18, 24, 15, 5]",55145.799,5
4741,475,"[20, 14, 21, 8]",17685.6,4
4742,475,"[20, 31, 21, 8]",18672.317,4
4743,475,"[20, 14, 13, 21, 8]",27438.1645,5
4744,475,"[20, 14, 21, 23, 8]",19974.319499999998,5
4745,475,"[20, 18, 13, 21, 8]",30724.855000000003,5
4746,475,"[20, 31, 12, 22, 8]",47987.346000000005,5
4747,475,"[20, 31, 21, 23, 8]",20961.036500000002,5
4748,475,"[20, 14, 31, 21, 8]",22282.652499999997,5
4749,475,"[20, 14, 13, 23, 8]",21863.010000000002,5
4750,475,"[20, 18, 14, 21, 8]",25091.9775,5
4751,476,"[20, 14, 13, 9]",14312.9255,4
4752,476,"[20, 18, 13, 9]",17599.616,4
4753,476,"[20, 14, 18, 13, 9]",21746.664500000006,5
4754,476,"[20, 14, 13, 23, 9]",21676.732,5
4755,476,"[20, 31, 14, 13, 9]",20948.624000000003,5
4756,476,"[20, 18, 14, 13, 9]",21719.303,5
4757,476,"[20, 18, 13, 23, 9]",24963.422500000004,5
4758,476,"[20, 14, 21, 13, 9]",20061.816,5
4759,476,"[20, 1, 18, 13, 9]",26073.923499999997,5
4760,476,"[20, 31, 21, 13, 9]",21048.533000000003,5
4761,477,"[20, 18, 15, 30, 4, 10]",73008.91199999998,6
4762,477,"[20, 18, 15, 3, 17, 10]",64918.37750000001,6
4763,477,"[20, 18, 15, 30, 17, 10]",79156.4135,6
4764,477,"[20, 31, 12, 22, 6, 4, 10]",52685.456000000006,7
4765,477,"[20, 18, 19, 15, 30, 4, 10]",84235.33299999998,7
4766,477,"[20, 18, 15, 30, 4, 17, 10]",83595.8545,7
4767,477,"[20, 18, 15, 32, 30, 4, 10]",73871.12049999999,7
4768,477,"[20, 18, 15, 3, 30, 4, 10]",92756.32799999998,7
4769,477,"[20, 18, 15, 3, 17, 4, 10]",71150.49100000001,7
4770,477,"[20, 18, 15, 30, 28, 4, 10]",73985.13549999997,7
4771,478,"[20, 31, 12]",23820.696500000005,3
4772,478,"[20, 14, 31, 12]",27431.032000000003,4
4773,478,"[20, 18, 19, 29, 12]",37325.902,5
4774,478,"[20, 14, 21, 31, 12]",30860.997500000005,5
4775,478,"[20, 18, 14, 31, 12]",34837.40950000001,5
4776,478,"[20, 31, 21, 8, 22, 12]",42838.9665,6
4777,478,"[20, 1, 18, 19, 29, 12]",45800.2095,6
4778,478,"[20, 18, 19, 16, 29, 12]",38753.9135,6
4779,478,"[20, 18, 19, 29, 22, 12]",43599.332,6
4780,478,"[20, 14, 13, 23, 22, 12]",43001.035,6
4781,479,"[20, 14, 13]",12249.319,3
4782,479,"[20, 18, 13]",15536.009500000004,3
4783,479,"[20, 14, 18, 13]",19683.058000000005,4
4784,479,"[20, 1, 18, 13]",24010.317,4
4785,479,"[20, 18, 14, 13]",19655.696500000002,4
4786,479,"[20, 14, 21, 13]",17998.2095,4
4787,479,"[20, 31, 14, 13]",18885.0175,4
4788,479,"[20, 18, 19, 13]",22052.066000000006,4
4789,479,"[20, 31, 21, 13]",18984.9265,4
4790,479,"[20, 14, 18, 19, 13]",26199.114500000003,5
4791,480,"[20, 14]",5708.0085,2
4792,480,"[20, 18, 14]",13114.386000000002,3
4793,480,"[20, 31, 14]",12343.707,3
4794,480,"[20, 18, 13, 14]",22077.320000000003,4
4795,480,"[20, 1, 18, 14]",21588.6935,4
4796,480,"[20, 31, 21, 14]",15773.6725,4
4797,480,"[20, 18, 19, 13, 14]",28593.376500000006,5
4798,480,"[20, 18, 13, 21, 14]",27826.210500000005,5
4799,480,"[20, 1, 24, 18, 14]",28921.827999999994,5
4800,480,"[20, 1, 18, 13, 14]",30551.6275,5
4801,481,"[20, 18, 15]",17049.923,3
4802,481,"[20, 1, 18, 15]",25524.230499999998,4
4803,481,"[20, 18, 19, 15]",28276.344,4
4804,481,"[20, 14, 18, 15]",21196.9715,4
4805,481,"[20, 1, 24, 15]",23713.682999999997,4
4806,481,"[20, 18, 24, 15]",27962.949999999997,4
4807,481,"[20, 1, 18, 19, 15]",36750.65149999999,5
4808,481,"[20, 18, 19, 32, 15]",37628.213,5
4809,481,"[20, 31, 14, 18, 15]",27832.67,5
4810,481,"[20, 14, 13, 18, 15]",30159.9055,5
4811,482,"[20, 18, 15, 3, 17]",58298.34550000001,5
4812,482,"[20, 18, 15, 30, 17]",72536.38149999999,5
4813,482,"[20, 1, 24, 2, 3, 17]",77602.75900000002,6
4814,482,"[20, 18, 24, 2, 3, 17]",81852.02600000001,6
4815,482,"[20, 18, 15, 3, 30, 17]",92283.79749999999,6
4816,482,"[20, 18, 15, 2, 3, 17]",91379.5435,6
4817,482,"[20, 18, 15, 30, 3, 17]",125199.97950000002,6
4818,482,"[20, 14, 18, 15, 3, 17]",62445.394000000015,6
4819,482,"[20, 1, 18, 15, 3, 17]",66772.653,6
4820,482,"[20, 1, 24, 15, 3, 17]",64962.105500000005,6
4821,483,"[20, 18]",7337.673000000002,2
4822,483,"[20, 1, 18]",15811.980499999998,3
4823,483,"[20, 14, 18]",11484.721500000001,3
4824,483,"[20, 1, 24, 18]",23145.114999999994,4
4825,483,"[20, 31, 14, 18]",18120.420000000002,4
4826,483,"[20, 14, 13, 18]",20447.6555,4
4827,483,"[20, 1, 24, 15, 18]",33425.933,5
4828,483,"[20, 31, 21, 13, 18]",27183.263000000003,5
4829,483,"[20, 31, 14, 13, 18]",27083.354000000003,5
4830,483,"[20, 14, 21, 13, 18]",26196.546000000002,5
4831,484,"[20, 18, 19]",15366.745000000003,3
4832,484,"[20, 1, 18, 19]",23841.052499999998,4
4833,484,"[20, 18, 13, 19]",22221.330500000004,4
4834,484,"[20, 14, 13, 19]",18934.64,4
4835,484,"[20, 18, 15, 19]",29959.521999999997,4
4836,484,"[20, 14, 18, 19]",19513.793500000003,4
4837,484,"[20, 1, 24, 15, 19]",36623.28199999999,5
4838,484,"[20, 1, 18, 13, 19]",30695.638,5
4839,484,"[20, 18, 13, 16, 19]",25031.350000000006,5
4840,484,"[20, 31, 12, 29, 19]",45779.853500000005,5
4841,485,"[20, 14, 21]",10247.482,3
4842,485,"[20, 31, 21]",11234.199,3
4843,485,"[20, 14, 13, 21]",20000.0465,4
4844,485,"[20, 18, 13, 21]",23286.737000000005,4
4845,485,"[20, 31, 14, 21]",16883.180500000002,4
4846,485,"[20, 14, 31, 21]",14844.5345,4
4847,485,"[20, 18, 14, 21]",17653.859500000002,4
4848,485,"[20, 14, 13, 23, 21]",22907.9715,5
4849,485,"[20, 1, 18, 13, 21]",31761.0445,5
4850,485,"[20, 18, 13, 14, 21]",26616.793500000003,5
4851,486,"[20, 31, 12, 22]",39579.122500000005,4
4852,486,"[20, 14, 13, 23, 22]",27242.609000000004,5
4853,486,"[20, 31, 21, 8, 22]",27080.540500000003,5
4854,486,"[20, 31, 12, 29, 22]",42419.91650000001,5
4855,486,"[20, 18, 13, 23, 22]",30529.29950000001,5
4856,486,"[20, 14, 21, 8, 22]",26093.823500000002,5
4857,486,"[20, 31, 21, 23, 22]",26340.635500000004,5
4858,486,"[20, 18, 15, 30, 22]",68438.62899999999,5
4859,486,"[20, 14, 31, 12, 22]",43189.458,5
4860,486,"[20, 14, 21, 23, 22]",25353.918500000003,5
4861,487,"[20, 14, 13, 23]",17522.072,4
4862,487,"[20, 18, 13, 23]",20808.762500000004,4
4863,487,"[20, 14, 21, 23]",15633.3815,4
4864,487,"[20, 31, 21, 23]",16620.0985,4
4865,487,"[20, 14, 13, 9, 23]",18467.5855,5
4866,487,"[20, 18, 14, 13, 23]",24928.449500000002,5
4867,487,"[20, 18, 13, 9, 23]",21754.276,5
4868,487,"[20, 14, 18, 13, 23]",24955.811000000005,5
4869,487,"[20, 14, 21, 8, 23]",22026.538,5
4870,487,"[20, 1, 18, 13, 23]",29283.07,5
4871,488,"[20, 1, 24]",13116.760499999999,3
4872,488,"[20, 18, 24]",17366.027499999997,3
4873,488,"[20, 1, 18, 24]",25840.334999999992,4
4874,488,"[20, 14, 18, 24]",21513.075999999997,4
4875,488,"[20, 18, 1, 24]",24197.769,4
4876,488,"[20, 18, 15, 24]",27646.845499999996,4
4877,488,"[20, 1, 18, 15, 24]",36121.153,5
4878,488,"[20, 31, 14, 18, 24]",28148.7745,5
4879,488,"[20, 14, 13, 18, 24]",30476.009999999995,5
4880,488,"[20, 14, 18, 1, 24]",28344.817500000005,5
4881,489,"[20, 31, 12, 22, 25]",44686.40400000001,5
4882,489,"[20, 18, 15, 30, 25]",65211.35499999998,5
4883,489,"[20, 31, 21, 8, 22, 25]",32187.822000000004,6
4884,489,"[20, 31, 12, 29, 22, 25]",47527.198000000004,6
4885,489,"[20, 31, 12, 22, 6, 25]",48593.219000000005,6
4886,489,"[20, 1, 18, 15, 30, 25]",73685.66249999998,6
4887,489,"[20, 18, 13, 23, 22, 25]",35636.581000000006,6
4888,489,"[20, 18, 15, 3, 30, 25]",84958.771,6
4889,489,"[20, 18, 15, 30, 22, 25]",73545.91049999998,6
4890,489,"[20, 31, 21, 23, 22, 25]",31447.917000000005,6
4891,490,"[20, 18, 15, 5, 27]",60227.29549999999,5
4892,490,"[20, 1, 24, 2, 5, 27]",47600.441499999986,6
4893,490,"[20, 18, 24, 2, 5, 27]",51849.70849999999,6
4894,490,"[20, 18, 15, 2, 5, 27]",61377.22599999998,6
4895,490,"[20, 18, 15, 5, 11, 27]",75794.24599999998,6
4896,490,"[20, 14, 18, 15, 5, 27]",64374.344,6
4897,490,"[20, 1, 18, 15, 5, 27]",68701.603,6
4898,490,"[20, 1, 24, 15, 5, 27]",66891.0555,6
4899,490,"[20, 18, 19, 15, 5, 27]",71453.7165,6
4900,490,"[20, 18, 24, 15, 5, 27]",71140.3225,6
4901,491,"[20, 18, 15, 30, 28]",65219.090499999984,5
4902,491,"[20, 1, 18, 15, 30, 28]",73693.39799999999,6
4903,491,"[20, 18, 19, 15, 30, 28]",76445.5115,6
4904,491,"[20, 18, 15, 3, 30, 28]",84966.50649999999,6
4905,491,"[20, 18, 15, 30, 4, 28]",72889.722,6
4906,491,"[20, 31, 12, 22, 6, 28]",48441.667,6
4907,491,"[20, 1, 24, 15, 30, 28]",71882.85049999997,6
4908,491,"[20, 18, 24, 15, 30, 28]",76132.11749999998,6
4909,491,"[20, 18, 19, 29, 30, 28]",54506.84399999999,6
4910,491,"[20, 18, 15, 32, 30, 28]",66081.299,6
4911,492,"[20, 18, 19, 29]",23283.794,4
4912,492,"[20, 31, 12, 29]",37862.804500000006,4
4913,492,"[20, 18, 13, 16, 29]",24820.756500000003,5
4914,492,"[20, 18, 19, 16, 29]",24711.805500000002,5
4915,492,"[20, 1, 18, 19, 29]",31758.101499999997,5
4916,492,"[20, 31, 21, 23, 29]",23092.7665,5
4917,492,"[20, 31, 12, 22, 29]",44136.234500000006,5
4918,492,"[20, 18, 15, 19, 29]",37876.570999999996,5
4919,492,"[20, 18, 13, 19, 29]",30138.379500000003,5
4920,492,"[20, 18, 19, 32, 29]",27286.418000000005,5
4921,493,"[20, 18, 15, 30]",51569.74949999999,4
4922,493,"[20, 1, 18, 15, 30]",60044.056999999986,5
4923,493,"[20, 18, 19, 15, 30]",62796.17049999999,5
4924,493,"[20, 18, 15, 3, 30]",71317.1655,5
4925,493,"[20, 14, 18, 15, 30]",55716.79799999999,5
4926,493,"[20, 1, 24, 15, 30]",58233.509499999986,5
4927,493,"[20, 18, 24, 15, 30]",62482.776499999985,5
4928,493,"[20, 18, 19, 29, 30]",40857.503,5
4929,493,"[20, 18, 15, 32, 30]",52431.958,5
4930,493,"[20, 31, 12, 22, 30]",56448.00199999999,5
4931,494,"[20, 31]",7220.6900000000005,2
4932,494,"[20, 14, 31]",10831.0255,3
4933,494,"[20, 18, 14, 31]",18237.403000000002,4
4934,494,"[20, 14, 21, 31]",14260.991,4
4935,494,"[20, 1, 18, 14, 31]",26711.7105,5
4936,494,"[20, 18, 13, 14, 31]",27200.337000000003,5
4937,494,"[20, 18, 14, 21, 31]",21667.368500000004,5
4938,494,"[20, 14, 13, 21, 31]",24013.555500000002,5
4939,494,"[20, 18, 13, 21, 31]",27300.246000000006,5
4940,494,"[20, 1, 24, 18, 14, 31]",34044.844999999994,6
4941,495,"[20, 18, 15, 32]",34056.001000000004,4
4942,495,"[20, 18, 19, 32]",20622.135000000006,4
4943,495,"[20, 1, 18, 15, 32]",42530.3085,5
4944,495,"[20, 18, 15, 19, 32]",35214.912,5
4945,495,"[20, 18, 13, 19, 32]",27476.720500000007,5
4946,495,"[20, 18, 19, 15, 32]",45282.422000000006,5
4947,495,"[20, 14, 13, 19, 32]",24190.030000000002,5
4948,495,"[20, 1, 24, 15, 32]",40719.761,5
4949,495,"[20, 1, 18, 19, 32]",29096.4425,5
4950,495,"[20, 18, 15, 30, 32]",69945.70649999999,5
4951,496,"[21, 13, 18, 1]",25726.722,4
4952,496,"[21, 14, 18, 1]",20093.8445,4
4953,496,"[21, 31, 20, 1]",17268.5215,4
4954,496,"[21, 14, 20, 1]",16281.804499999998,4
4955,496,"[21, 13, 14, 18, 1]",29846.409000000003,5
4956,496,"[21, 13, 18, 20, 1]",29321.059500000003,5
4957,496,"[21, 14, 18, 20, 1]",23688.182,5
4958,496,"[21, 23, 13, 18, 1]",28634.647,5
4959,496,"[21, 31, 14, 18, 1]",24690.897,5
4960,496,"[21, 31, 20, 18, 1]",28349.530000000002,5
4961,497,"[21, 13, 18, 15, 2]",44108.82399999999,5
4962,497,"[21, 14, 18, 15, 2]",38475.94649999999,5
4963,497,"[21, 13, 19, 15, 2]",45793.157499999994,5
4964,497,"[21, 13, 18, 24, 2]",34581.3065,5
4965,497,"[21, 14, 18, 24, 2]",28948.428999999996,5
4966,497,"[21, 13, 18, 15, 3, 2]",62180.437,6
4967,497,"[21, 8, 22, 30, 3, 2]",101616.1515,6
4968,497,"[21, 14, 13, 18, 15, 2]",47438.88049999999,6
4969,497,"[21, 14, 18, 15, 3, 2]",56547.559499999996,6
