id,origin,destination,demand,paths
2591,68,133,489,10
2592,68,136,1445,10
2593,68,137,3352,10
2594,68,141,291,10
2595,68,142,3468,10
2596,68,143,379,10
2597,68,146,1223,10
2598,68,148,149,10
2599,68,152,772,10
2600,68,154,468,10
2601,68,156,48,10
2602,68,158,264,10
2603,69,1,115,10
2604,69,4,143,10
2605,69,5,16,10
2606,69,6,276,10
2607,69,8,1461,10
2608,69,9,532,10
2609,69,11,482,10
2610,69,13,1648,10
2611,69,14,695,10
2612,69,16,3380,10
2613,69,17,21,10
2614,69,19,1452,10
2615,69,20,103,10
2616,69,21,255,10
2617,69,22,2981,10
2618,69,23,55,10
2619,69,24,1106,10
2620,69,25,14,10
2621,69,29,163,10
2622,69,30,481,10
2623,69,31,610,10
2624,69,33,3181,10
2625,69,34,2748,10
2626,69,35,1414,10
2627,69,36,176,10
2628,69,37,4637,10
2629,69,40,570,10
2630,69,41,179,10
2631,69,42,3718,10
2632,69,43,694,10
2633,69,45,130,10
2634,69,46,293,10
2635,69,47,1987,10
2636,69,48,1036,10
2637,69,49,177,10
2638,69,50,69,10
2639,69,51,32,10
2640,69,52,262,10
2641,69,53,1339,10
2642,69,54,197,10
2643,69,57,22,10
2644,69,58,102,10
2645,69,60,3009,10
2646,69,61,332,10
2647,69,62,274,10
2648,69,64,374,10
2649,69,65,147,10
2650,69,66,181,10
2651,69,70,7,10
2652,69,72,573,10
2653,69,73,818,10
2654,69,75,1454,10
2655,69,78,558,10
2656,69,81,246,10
2657,69,83,27,10
2658,69,84,63,10
2659,69,85,24,10
2660,69,87,13661,10
2661,69,89,736,10
2662,69,90,1113,10
2663,69,91,1482,10
2664,69,92,570,10
2665,69,93,186,10
2666,69,94,4546,10
2667,69,96,279,10
2668,69,97,648,10
2669,69,98,3697,10
2670,69,99,1014,10
2671,69,101,2137,10
2672,69,104,7304,10
2673,69,105,329,10
2674,69,106,9,10
2675,69,107,2366,10
2676,69,108,14591,10
2677,69,109,647,10
2678,69,112,182,10
2679,69,114,632,10
2680,69,115,78,10
2681,69,116,127,10
2682,69,117,745,10
2683,69,118,1574,10
2684,69,119,887,10
2685,69,120,39,10
2686,69,123,338,10
2687,69,124,271,10
2688,69,125,2281,10
2689,69,128,658,10
2690,69,129,179,10
2691,69,130,10,10
2692,69,131,394,10
2693,69,132,407,10
2694,69,135,64,10
2695,69,137,3416,10
2696,69,139,46,10
2697,69,141,418,10
2698,69,142,717,10
2699,69,143,662,10
2700,69,145,1450,10
2701,69,146,90,10
2702,69,147,130,10
2703,69,148,328,10
2704,69,151,74,10
2705,69,153,1880,10
2706,69,154,651,10
2707,69,156,2364,10
2708,69,157,357,10
2709,69,158,1215,10
2710,70,3,268,10
2711,70,6,142,10
2712,70,8,48,10
2713,70,9,12282,10
2714,70,24,94,10
2715,70,36,1301,10
2716,70,49,66,10
2717,70,52,5450,10
2718,70,57,541,10
2719,70,59,90,10
2720,70,62,2485,10
2721,70,68,339,10
2722,70,69,15,10
2723,70,72,1974,10
2724,70,81,86,10
2725,70,84,804,10
2726,70,85,199,10
2727,70,91,152,10
2728,70,94,3454,10
2729,70,101,79,10
2730,70,105,95,10
2731,70,107,63,10
2732,70,114,117,10
2733,70,119,352,10
2734,70,128,261,10
2735,70,129,41,10
2736,70,136,592,10
2737,70,139,59,10
2738,70,142,14,10
2739,70,158,39,10
2740,72,3,533,10
2741,72,5,53,10
2742,72,6,778,10
2743,72,8,406,10
2744,72,9,17667,10
2745,72,11,34,10
2746,72,13,249,10
2747,72,14,740,10
2748,72,17,185,10
2749,72,19,274,10
2750,72,20,674,10
2751,72,21,474,10
2752,72,22,1412,10
2753,72,23,26,10
2754,72,24,961,10
2755,72,25,27,10
2756,72,29,183,10
2757,72,30,167,10
2758,72,31,1072,10
2759,72,36,2056,10
2760,72,41,3815,10
2761,72,42,938,10
2762,72,43,251,10
2763,72,46,311,10
2764,72,47,178,10
2765,72,48,107,10
2766,72,50,141,10
2767,72,52,13290,10
2768,72,53,50,10
2769,72,57,438,10
2770,72,60,35,10
2771,72,61,656,10
2772,72,62,4703,10
2773,72,64,28,10
2774,72,65,204,10
2775,72,66,48,10
2776,72,68,808,10
2777,72,69,1568,10
2778,72,70,1036,10
2779,72,73,62,10
2780,72,76,34,10
2781,72,79,42,10
2782,72,81,1656,10
2783,72,83,238,10
2784,72,84,3008,10
2785,72,87,1805,10
2786,72,88,136,10
2787,72,90,78,10
2788,72,91,2101,10
2789,72,92,262,10
2790,72,93,160,10
2791,72,94,361,10
2792,72,96,106,10
2793,72,98,51,10
2794,72,99,472,10
2795,72,101,78,10
2796,72,104,26,10
2797,72,105,1529,10
2798,72,108,223,10
2799,72,109,979,10
2800,72,112,68,10
2801,72,114,1298,10
2802,72,116,278,10
2803,72,118,399,10
2804,72,119,2873,10
2805,72,120,17,10
2806,72,122,71,10
2807,72,124,23,10
2808,72,128,517,10
2809,72,136,692,10
2810,72,137,175,10
2811,72,139,4333,10
2812,72,141,254,10
2813,72,142,838,10
2814,72,143,106,10
2815,72,145,133,10
2816,72,146,4,10
2817,72,147,364,10
2818,72,148,1781,10
2819,72,151,28,10
2820,72,154,649,10
2821,72,158,785,10
2822,73,8,25,10
2823,73,9,208,10
2824,73,12,190,10
2825,73,13,128,10
2826,73,14,1922,10
2827,73,17,1673,10
2828,73,19,81,10
2829,73,21,83,10
2830,73,24,148,10
2831,73,25,89,10
2832,73,29,899,10
2833,73,30,398,10
2834,73,31,366,10
2835,73,34,755,10
2836,73,35,196,10
2837,73,36,273,10
2838,73,41,394,10
2839,73,42,2255,10
2840,73,46,303,10
2841,73,47,613,10
2842,73,48,405,10
2843,73,53,63,10
2844,73,54,904,10
2845,73,58,965,10
2846,73,65,61,10
2847,73,68,325,10
2848,73,69,784,10
2849,73,72,99,10
2850,73,76,22,10
2851,73,79,34,10
2852,73,81,32,10
2853,73,83,12,10
2854,73,84,212,10
2855,73,87,417,10
2856,73,89,190,10
2857,73,90,180,10
2858,73,91,450,10
2859,73,93,795,10
2860,73,94,1422,10
2861,73,96,1722,10
2862,73,101,198,10
2863,73,107,202,10
2864,73,108,495,10
2865,73,109,60,10
2866,73,114,2916,10
2867,73,115,91,10
2868,73,116,232,10
2869,73,117,245,10
2870,73,118,31,10
2871,73,119,5,10
2872,73,123,19,10
2873,73,124,883,10
2874,73,125,79,10
2875,73,129,75,10
2876,73,130,7,10
2877,73,132,340,10
2878,73,137,1046,10
2879,73,141,36,10
2880,73,142,608,10
2881,73,143,1667,10
2882,73,145,60,10
2883,73,146,37,10
2884,73,148,42,10
2885,73,151,75,10
2886,73,154,1296,10
2887,73,156,177,10
2888,73,158,234,10
2889,75,3,79,10
2890,75,8,420,10
2891,75,9,109,10
2892,75,19,67,10
2893,75,25,321,10
2894,75,37,170,10
2895,75,41,87,10
2896,75,42,122,10
2897,75,47,285,10
2898,75,57,195,10
2899,75,60,290,10
2900,75,69,687,10
2901,75,87,165,10
2902,75,93,86,10
2903,75,94,1083,10
2904,75,101,370,10
2905,75,104,464,10
2906,75,107,812,10
2907,75,108,206,10
2908,75,109,36,10
2909,75,112,103,10
2910,75,120,37,10
2911,75,137,286,10
2912,75,143,117,10
2913,75,153,1422,10
2914,76,3,203,10
2915,76,9,105,10
2916,76,25,429,10
2917,76,29,47,10
2918,76,36,2154,10
2919,76,40,497,10
2920,76,41,280,10
2921,76,42,113,10
2922,76,53,34,10
2923,76,62,2709,10
2924,76,65,805,10
2925,76,68,1399,10
2926,76,72,163,10
2927,76,73,90,10
2928,76,81,162,10
2929,76,83,814,10
2930,76,84,710,10
2931,76,90,72,10
2932,76,94,786,10
2933,76,98,63,10
2934,76,102,62,10
2935,76,115,59,10
2936,76,117,991,10
2937,76,128,121,10
2938,76,129,1273,10
2939,76,130,56,10
2940,76,136,232,10
2941,76,137,246,10
2942,76,142,22,10
2943,76,146,25,10
2944,76,154,50,10
2945,78,9,576,10
2946,78,12,683,10
2947,78,22,279,10
2948,78,30,2885,10
2949,78,32,5886,10
2950,78,37,157,10
2951,78,42,70,10
2952,78,46,178,10
2953,78,48,149,10
2954,78,51,3045,10
2955,78,53,1809,10
2956,78,57,176,10
2957,78,69,437,10
2958,78,83,126,10
2959,78,90,6,10
2960,78,91,376,10
2961,78,94,558,10
2962,78,97,152,10
2963,78,104,82,10
2964,78,108,339,10
2965,78,109,901,10
2966,78,112,2542,10
2967,78,117,110,10
2968,78,128,266,10
2969,78,141,4599,10
2970,78,142,402,10
2971,78,153,153,10
2972,78,157,52,10
2973,79,8,2229,10
2974,79,9,429,10
2975,79,13,951,10
2976,79,22,1881,10
2977,79,23,208,10
2978,79,24,779,10
2979,79,29,275,10
2980,79,36,10,10
2981,79,39,119,10
2982,79,42,38,10
2983,79,43,76,10
2984,79,48,89,10
2985,79,49,25,10
2986,79,52,18,10
2987,79,53,64,10
2988,79,60,184,10
2989,79,62,18,10
2990,79,72,60,10
2991,79,73,29,10
2992,79,83,24,10
2993,79,87,656,10
2994,79,91,344,10
2995,79,92,150,10
2996,79,94,53,10
2997,79,98,914,10
2998,79,105,119,10
2999,79,109,18,10
3000,79,118,248,10
3001,79,119,245,10
3002,79,128,410,10
3003,79,136,31,10
3004,79,137,687,10
3005,79,157,197,10
3006,79,158,1285,10
3007,82,3,924,10
3008,82,4,122,10
3009,82,5,42,10
3010,82,8,2211,10
3011,82,9,1399,10
3012,82,14,475,10
3013,82,16,172,10
3014,82,19,693,10
3015,82,24,28,10
3016,82,25,253,10
3017,82,30,1409,10
3018,82,34,134,10
3019,82,35,903,10
3020,82,36,3800,10
3021,82,42,145,10
3022,82,46,545,10
3023,82,49,177,10
3024,82,54,85,10
3025,82,57,329,10
3026,82,60,172,10
3027,82,62,4227,10
3028,82,65,287,10
3029,82,68,2383,10
3030,82,69,477,10
3031,82,70,802,10
3032,82,72,2162,10
3033,82,73,128,10
3034,82,76,183,10
3035,82,81,1472,10
3036,82,83,1365,10
3037,82,84,2175,10
3038,82,90,302,10
3039,82,91,626,10
3040,82,97,1897,10
3041,82,105,694,10
3042,82,107,52,10
3043,82,108,83,10
3044,82,115,614,10
3045,82,116,234,10
3046,82,119,343,10
3047,82,129,1489,10
3048,82,136,260,10
3049,82,137,1722,10
3050,82,142,1469,10
3051,82,146,91,10
3052,82,152,309,10
3053,82,154,57,10
3054,83,3,1060,10
3055,83,8,145,10
3056,83,9,2130,10
3057,83,12,94,10
3058,83,14,147,10
3059,83,16,272,10
3060,83,17,302,10
3061,83,19,1114,10
3062,83,21,28,10
3063,83,22,137,10
3064,83,24,40,10
3065,83,25,6689,10
3066,83,29,728,10
3067,83,30,1265,10
3068,83,33,442,10
3069,83,36,9257,10
3070,83,37,455,10
3071,83,40,158,10
3072,83,43,26,10
3073,83,44,34,10
3074,83,46,869,10
3075,83,47,250,10
3076,83,48,578,10
3077,83,49,58,10
3078,83,50,1103,10
3079,83,52,163,10
3080,83,53,41,10
3081,83,54,172,10
3082,83,57,23,10
3083,83,58,458,10
3084,83,60,24,10
3085,83,62,3238,10
3086,83,65,1856,10
3087,83,68,5189,10
3088,83,69,26,10
3089,83,72,265,10
3090,83,73,25,10
3091,83,76,940,10
3092,83,78,137,10
3093,83,81,1391,10
3094,83,84,1240,10
3095,83,85,1579,10
3096,83,87,18,10
3097,83,89,46,10
3098,83,90,14,10
3099,83,91,1389,10
3100,83,94,1509,10
3101,83,96,731,10
3102,83,97,738,10
3103,83,98,738,10
3104,83,102,423,10
3105,83,104,421,10
3106,83,106,192,10
3107,83,107,748,10
3108,83,108,200,10
3109,83,109,113,10
3110,83,116,298,10
3111,83,117,318,10
3112,83,118,53,10
3113,83,120,44,10
3114,83,123,238,10
3115,83,124,392,10
3116,83,125,128,10
3117,83,127,44,10
3118,83,129,7466,10
3119,83,130,177,10
3120,83,132,1099,10
3121,83,136,185,10
3122,83,137,1449,10
3123,83,141,59,10
3124,83,142,3175,10
3125,83,143,87,10
3126,83,146,1188,10
3127,83,148,127,10
3128,83,151,74,10
3129,83,152,70,10
3130,83,154,790,10
3131,83,157,37,10
3132,84,3,1140,10
3133,84,6,355,10
3134,84,8,424,10
3135,84,9,6358,10
3136,84,11,71,10
3137,84,12,121,10
3138,84,17,1470,10
3139,84,19,1248,10
3140,84,22,895,10
3141,84,25,96,10
3142,84,29,674,10
3143,84,30,1575,10
3144,84,36,5487,10
3145,84,39,108,10
3146,84,41,214,10
3147,84,42,435,10
3148,84,43,29,10
3149,84,46,95,10
3150,84,47,577,10
3151,84,48,718,10
3152,84,49,1465,10
3153,84,50,212,10
3154,84,52,359,10
3155,84,54,89,10
3156,84,57,66,10
3157,84,58,3766,10
3158,84,62,11253,10
3159,84,65,872,10
3160,84,68,9739,10
3161,84,69,252,10
3162,84,70,535,10
3163,84,72,2996,10
3164,84,73,170,10
3165,84,76,527,10
3166,84,81,1834,10
3167,84,83,2295,10
3168,84,90,831,10
3169,84,91,3497,10
3170,84,92,182,10
3171,84,93,316,10
3172,84,94,1673,10
3173,84,101,411,10
3174,84,108,550,10
3175,84,109,51,10
3176,84,114,410,10
3177,84,116,121,10
3178,84,119,627,10
3179,84,123,122,10
3180,84,124,299,10
3181,84,129,1846,10
3182,84,130,64,10
3183,84,132,332,10
3184,84,133,77,10
3185,84,134,326,10
3186,84,136,1291,10
3187,84,137,820,10
3188,84,142,3947,10
3189,84,143,2057,10
3190,84,146,344,10
3191,84,148,53,10
3192,84,152,1001,10
3193,84,154,225,10
3194,84,158,215,10
3195,85,8,127,10
3196,85,9,451,10
3197,85,25,2967,10
3198,85,29,399,10
3199,85,36,3491,10
3200,85,50,1556,10
3201,85,52,246,10
3202,85,62,388,10
3203,85,65,163,10
3204,85,68,1407,10
3205,85,69,613,10
3206,85,70,168,10
3207,85,83,3393,10
3208,85,84,207,10
3209,85,87,68,10
3210,85,90,249,10
3211,85,94,344,10
3212,85,107,129,10
3213,85,108,397,10
3214,85,119,90,10
3215,85,123,68,10
3216,85,129,64,10
3217,85,130,18,10
3218,85,137,86,10
3219,85,146,2378,10
3220,85,152,76,10
3221,85,154,69,10
3222,87,1,332,10
3223,87,3,9,10
3224,87,4,89,10
3225,87,5,465,10
3226,87,8,5529,10
3227,87,9,510,10
3228,87,11,379,10
3229,87,13,4707,10
3230,87,14,485,10
3231,87,17,351,10
3232,87,19,120,10
3233,87,20,19,10
3234,87,21,518,10
3235,87,22,451,10
3236,87,23,333,10
3237,87,24,3089,10
3238,87,29,266,10
3239,87,30,1538,10
3240,87,31,440,10
3241,87,33,1199,10
3242,87,34,1010,10
3243,87,36,75,10
3244,87,37,270,10
3245,87,40,206,10
3246,87,41,501,10
3247,87,42,847,10
3248,87,43,1032,10
3249,87,44,70,10
3250,87,45,682,10
3251,87,46,434,10
3252,87,47,624,10
3253,87,48,2299,10
3254,87,50,29,10
3255,87,51,478,10
3256,87,52,700,10
3257,87,54,13,10
3258,87,57,172,10
3259,87,58,424,10
3260,87,60,2374,10
3261,87,61,38,10
3262,87,64,1082,10
3263,87,69,10082,10
3264,87,72,1352,10
3265,87,73,540,10
3266,87,75,276,10
3267,87,79,556,10
3268,87,83,18,10
3269,87,85,17,10
3270,87,88,2738,10
3271,87,89,89,10
3272,87,90,140,10
3273,87,91,530,10
3274,87,92,9271,10
3275,87,93,1328,10
3276,87,94,2246,10
3277,87,96,696,10
3278,87,97,171,10
3279,87,98,7034,10
3280,87,101,853,10
3281,87,102,535,10
3282,87,104,1143,10
3283,87,105,1404,10
3284,87,107,578,10
3285,87,108,3535,10
3286,87,109,1508,10
3287,87,112,122,10
3288,87,114,4360,10
3289,87,115,381,10
3290,87,116,1893,10
3291,87,117,600,10
3292,87,118,276,10
3293,87,119,295,10
3294,87,124,44,10
3295,87,125,763,10
3296,87,128,334,10
3297,87,129,565,10
3298,87,132,162,10
3299,87,134,176,10
3300,87,135,108,10
3301,87,137,645,10
3302,87,139,1170,10
3303,87,141,33,10
3304,87,142,55,10
3305,87,143,835,10
3306,87,145,809,10
3307,87,146,60,10
3308,87,147,91,10
3309,87,148,64,10
3310,87,151,951,10
3311,87,153,906,10
3312,87,154,1142,10
3313,87,156,666,10
3314,87,158,5062,10
3315,88,4,470,10
3316,88,8,5158,10
3317,88,9,558,10
3318,88,14,383,10
3319,88,17,159,10
3320,88,23,348,10
3321,88,24,237,10
3322,88,31,1383,10
3323,88,36,56,10
3324,88,43,243,10
3325,88,46,115,10
3326,88,48,214,10
3327,88,49,171,10
3328,88,52,654,10
3329,88,67,168,10
3330,88,72,84,10
3331,88,73,323,10
3332,88,87,3002,10
3333,88,91,1013,10
3334,88,92,721,10
3335,88,94,123,10
3336,88,96,158,10
3337,88,98,84,10
3338,88,101,141,10
3339,88,104,390,10
3340,88,116,1142,10
3341,88,118,862,10
3342,88,132,163,10
3343,88,142,349,10
3344,88,145,291,10
3345,88,154,206,10
3346,89,5,49,10
3347,89,8,97,10
3348,89,14,68,10
3349,89,19,70,10
3350,89,24,48,10
3351,89,29,240,10
3352,89,35,91,10
3353,89,36,132,10
3354,89,37,26,10
3355,89,42,237,10
3356,89,45,23,10
3357,89,46,108,10
3358,89,50,127,10
3359,89,52,71,10
3360,89,58,88,10
3361,89,65,277,10
3362,89,68,272,10
3363,89,69,158,10
3364,89,73,184,10
3365,89,83,17,10
3366,89,87,84,10
3367,89,90,48,10
3368,89,91,97,10
3369,89,93,189,10
3370,89,94,570,10
3371,89,96,98,10
3372,89,97,39,10
3373,89,108,90,10
3374,89,115,104,10
3375,89,116,96,10
3376,89,117,35,10
3377,89,123,221,10
3378,89,129,76,10
3379,89,132,69,10
3380,89,137,837,10
3381,89,139,80,10
3382,89,142,254,10
3383,89,146,26,10
3384,89,151,79,10
3385,89,154,370,10
3386,90,1,20,10
3387,90,3,10,10
3388,90,4,72,10
3389,90,6,94,10
3390,90,8,300,10
3391,90,9,100,10
3392,90,12,57,10
3393,90,14,1314,10
3394,90,17,408,10
3395,90,19,794,10
3396,90,22,16,10
3397,90,24,201,10
3398,90,25,102,10
3399,90,29,7,10
3400,90,35,31,10
3401,90,36,189,10
3402,90,37,294,10
3403,90,42,137,10
3404,90,43,317,10
3405,90,46,240,10
3406,90,47,315,10
3407,90,48,270,10
3408,90,49,111,10
3409,90,50,7,10
3410,90,52,214,10
3411,90,54,13,10
3412,90,58,469,10
3413,90,61,8,10
3414,90,62,6,10
3415,90,65,6,10
3416,90,66,29,10
3417,90,68,431,10
3418,90,69,215,10
3419,90,72,159,10
3420,90,73,166,10
3421,90,78,7,10
3422,90,81,104,10
3423,90,83,172,10
3424,90,84,203,10
3425,90,85,66,10
3426,90,87,198,10
3427,90,89,50,10
3428,90,91,798,10
3429,90,92,164,10
3430,90,93,192,10
3431,90,94,2264,10
3432,90,96,20,10
3433,90,98,21,10
3434,90,101,10,10
3435,90,104,77,10
3436,90,105,2037,10
3437,90,107,395,10
3438,90,108,1541,10
3439,90,109,7,10
3440,90,115,130,10
3441,90,117,111,10
3442,90,118,136,10
3443,90,120,19,10
3444,90,124,154,10
3445,90,128,40,10
3446,90,129,344,10
3447,90,130,19,10
3448,90,132,14,10
3449,90,133,180,10
3450,90,135,36,10
3451,90,136,6,10
3452,90,137,2334,10
3453,90,142,194,10
3454,90,143,119,10
3455,90,146,5,10
3456,90,154,291,10
3457,90,157,37,10
3458,91,1,275,10
3459,91,3,478,10
3460,91,4,79,10
3461,91,5,1564,10
3462,91,8,2086,10
3463,91,9,2814,10
3464,91,12,191,10
3465,91,13,242,10
3466,91,14,966,10
3467,91,16,59,10
3468,91,17,1120,10
3469,91,19,506,10
3470,91,21,28,10
3471,91,22,212,10
3472,91,23,14,10
3473,91,24,474,10
3474,91,25,1458,10
3475,91,29,1176,10
3476,91,30,415,10
3477,91,31,595,10
3478,91,32,126,10
3479,91,34,1015,10
3480,91,35,1698,10
3481,91,36,3311,10
3482,91,37,915,10
3483,91,39,128,10
3484,91,42,2256,10
3485,91,43,111,10
3486,91,44,237,10
3487,91,46,2087,10
3488,91,47,2372,10
3489,91,48,1279,10
3490,91,49,1461,10
3491,91,50,1261,10
3492,91,52,547,10
3493,91,53,466,10
3494,91,54,165,10
3495,91,57,311,10
3496,91,58,4731,10
3497,91,60,516,10
3498,91,62,2020,10
3499,91,64,162,10
3500,91,65,654,10
3501,91,68,375,10
3502,91,69,1003,10
3503,91,70,201,10
3504,91,72,1775,10
3505,91,73,576,10
3506,91,78,410,10
3507,91,79,83,10
3508,91,81,594,10
3509,91,83,1171,10
3510,91,84,2389,10
3511,91,87,984,10
3512,91,88,161,10
3513,91,89,94,10
3514,91,90,829,10
3515,91,92,84,10
3516,91,93,1804,10
3517,91,94,2145,10
3518,91,96,3237,10
3519,91,97,1402,10
3520,91,98,579,10
3521,91,99,284,10
3522,91,101,397,10
3523,91,102,53,10
3524,91,104,227,10
3525,91,105,186,10
3526,91,107,2376,10
3527,91,108,1866,10
3528,91,109,686,10
3529,91,112,1569,10
3530,91,114,112,10
3531,91,115,243,10
3532,91,116,615,10
3533,91,117,559,10
3534,91,118,214,10
3535,91,119,289,10
3536,91,120,508,10
3537,91,123,342,10
3538,91,124,962,10
3539,91,127,95,10
3540,91,129,3066,10
3541,91,130,221,10
3542,91,132,207,10
3543,91,136,158,10
3544,91,137,2494,10
3545,91,139,148,10
3546,91,141,327,10
3547,91,142,12835,10
3548,91,143,294,10
3549,91,145,513,10
3550,91,146,908,10
3551,91,147,112,10
3552,91,148,147,10
3553,91,151,162,10
3554,91,153,841,10
3555,91,154,5351,10
3556,91,156,100,10
3557,91,157,100,10
3558,91,158,320,10
3559,92,3,218,10
3560,92,4,896,10
3561,92,8,5243,10
3562,92,9,171,10
3563,92,11,598,10
3564,92,12,114,10
3565,92,13,2278,10
3566,92,19,432,10
3567,92,22,1241,10
3568,92,23,116,10
3569,92,24,898,10
3570,92,30,1159,10
3571,92,33,312,10
3572,92,36,64,10
3573,92,37,231,10
3574,92,42,150,10
3575,92,43,463,10
3576,92,45,224,10
3577,92,46,74,10
3578,92,47,1492,10
3579,92,48,634,10
3580,92,51,562,10
3581,92,52,163,10
3582,92,58,69,10
3583,92,60,608,10
3584,92,61,59,10
3585,92,64,159,10
3586,92,69,1371,10
3587,92,72,134,10
3588,92,79,95,10
3589,92,84,165,10
3590,92,87,6508,10
3591,92,88,522,10
3592,92,90,231,10
3593,92,91,724,10
3594,92,93,240,10
3595,92,94,1777,10
3596,92,96,280,10
3597,92,97,56,10
3598,92,98,3164,10
3599,92,101,348,10
3600,92,102,260,10
3601,92,104,777,10
3602,92,107,109,10
3603,92,109,1364,10
3604,92,114,608,10
3605,92,116,60,10
3606,92,117,55,10
3607,92,118,955,10
3608,92,119,61,10
3609,92,125,222,10
3610,92,131,174,10
3611,92,133,310,10
3612,92,135,120,10
3613,92,137,444,10
3614,92,139,816,10
3615,92,142,68,10
3616,92,143,254,10
3617,92,145,170,10
3618,92,151,32,10
3619,92,153,180,10
3620,92,157,39,10
3621,92,158,2487,10
3622,93,1,69,10
3623,93,5,130,10
3624,93,8,512,10
3625,93,12,112,10
3626,93,14,258,10
3627,93,17,467,10
3628,93,19,26,10
3629,93,23,5,10
3630,93,24,240,10
3631,93,30,87,10
3632,93,35,466,10
3633,93,36,67,10
3634,93,42,1555,10
3635,93,46,85,10
3636,93,47,1224,10
3637,93,48,1485,10
3638,93,58,228,10
3639,93,66,68,10
3640,93,69,516,10
3641,93,72,304,10
3642,93,73,772,10
3643,93,75,63,10
3644,93,83,81,10
3645,93,84,1240,10
3646,93,87,1449,10
3647,93,89,187,10
3648,93,90,706,10
3649,93,91,1630,10
3650,93,92,99,10
3651,93,94,1004,10
3652,93,96,1323,10
3653,93,107,567,10
3654,93,109,143,10
3655,93,116,231,10
3656,93,117,379,10
3657,93,122,67,10
3658,93,132,141,10
3659,93,135,160,10
3660,93,137,516,10
3661,93,142,206,10
3662,93,143,1441,10
3663,93,146,75,10
3664,93,153,287,10
3665,93,154,660,10
3666,94,4,560,10
3667,94,5,389,10
3668,94,8,1709,10
3669,94,9,1530,10
3670,94,14,4183,10
3671,94,16,624,10
3672,94,17,251,10
3673,94,19,1249,10
3674,94,22,981,10
3675,94,23,20,10
3676,94,24,291,10
3677,94,25,2715,10
3678,94,29,327,10
3679,94,30,3945,10
3680,94,31,402,10
3681,94,32,432,10
3682,94,33,496,10
3683,94,35,4953,10
3684,94,36,1135,10
3685,94,37,553,10
3686,94,42,1770,10
3687,94,43,289,10
3688,94,46,868,10
3689,94,47,1802,10
3690,94,48,1866,10
3691,94,51,134,10
3692,94,53,795,10
3693,94,54,56,10
3694,94,57,88,10
3695,94,58,616,10
3696,94,60,827,10
3697,94,62,215,10
3698,94,66,327,10
3699,94,69,4310,10
3700,94,70,209,10
3701,94,72,291,10
3702,94,73,1095,10
3703,94,75,920,10
3704,94,76,714,10
3705,94,78,186,10
3706,94,79,44,10
3707,94,83,561,10
3708,94,84,4213,10
3709,94,85,73,10
3710,94,87,920,10
3711,94,89,694,10
3712,94,90,2327,10
3713,94,91,7236,10
3714,94,92,1900,10
3715,94,93,868,10
3716,94,96,2126,10
3717,94,97,3069,10
3718,94,98,213,10
3719,94,101,1742,10
3720,94,104,1418,10
3721,94,107,3305,10
3722,94,108,4642,10
3723,94,109,1329,10
3724,94,112,322,10
3725,94,116,537,10
3726,94,117,6494,10
3727,94,118,119,10
3728,94,119,2102,10
3729,94,120,100,10
3730,94,124,443,10
3731,94,125,153,10
3732,94,128,340,10
3733,94,129,796,10
3734,94,130,248,10
3735,94,132,1236,10
3736,94,136,6,10
3737,94,137,1841,10
3738,94,141,1415,10
3739,94,142,3290,10
3740,94,143,466,10
3741,94,145,63,10
3742,94,146,2,10
3743,94,151,196,10
3744,94,153,334,10
3745,94,154,1189,10
3746,94,156,575,10
3747,94,158,450,10
3748,96,1,536,10
3749,96,3,1012,10
3750,96,4,159,10
3751,96,5,452,10
3752,96,6,202,10
3753,96,8,1161,10
3754,96,9,339,10
3755,96,12,186,10
3756,96,13,99,10
3757,96,14,848,10
3758,96,17,1350,10
3759,96,19,153,10
3760,96,21,135,10
3761,96,22,236,10
3762,96,23,5,10
3763,96,24,1938,10
3764,96,25,173,10
3765,96,29,999,10
3766,96,30,93,10
3767,96,34,48,10
3768,96,35,866,10
3769,96,36,1442,10
3770,96,39,362,10
3771,96,41,163,10
3772,96,42,985,10
3773,96,43,222,10
3774,96,44,283,10
3775,96,45,26,10
3776,96,46,4263,10
3777,96,47,2062,10
3778,96,48,6926,10
3779,96,49,59,10
3780,96,50,102,10
3781,96,52,918,10
3782,96,53,672,10
3783,96,54,176,10
3784,96,58,1011,10
3785,96,60,99,10
3786,96,61,195,10
3787,96,64,195,10
3788,96,68,3011,10
3789,96,69,757,10
3790,96,72,42,10
3791,96,73,1765,10
3792,96,83,315,10
3793,96,87,1253,10
3794,96,88,247,10
3795,96,89,129,10
3796,96,90,34,10
3797,96,91,2738,10
3798,96,92,288,10
3799,96,93,1592,10
3800,96,94,1693,10
3801,96,98,101,10
3802,96,101,48,10
3803,96,104,264,10
3804,96,107,1858,10
3805,96,108,1975,10
3806,96,109,2984,10
3807,96,112,1266,10
3808,96,115,192,10
3809,96,116,4040,10
3810,96,117,376,10
3811,96,119,1211,10
3812,96,120,370,10
3813,96,124,963,10
3814,96,125,135,10
3815,96,127,143,10
3816,96,129,594,10
3817,96,136,82,10
3818,96,139,272,10
3819,96,142,1154,10
3820,96,143,1289,10
3821,96,146,204,10
3822,96,151,305,10
3823,96,154,2957,10
3824,96,156,902,10
3825,96,157,29,10
3826,96,158,723,10
3827,97,9,37,10
3828,97,14,629,10
3829,97,19,41,10
3830,97,22,506,10
3831,97,25,93,10
3832,97,30,146,10
3833,97,35,2253,10
3834,97,36,54,10
3835,97,37,1766,10
